,date,location,new_cases,new_deaths,total_cases,total_deaths
599,2020-03-17,Croatia,7.0,,56,
600,2020-03-13,Cuba,,,3,
601,2020-03-14,Cuba,1.0,,4,
602,2020-03-15,Cuba,0.0,,4,
603,2020-03-16,Cuba,0.0,,4,
604,2020-03-17,Cuba,1.0,,5,
605,2020-03-15,Curacao,,,2,
606,2020-03-16,Curacao,0.0,,2,
607,2020-03-17,Curacao,1.0,,3,
608,2020-03-10,Cyprus,,,2,
609,2020-03-11,Cyprus,0.0,,2,
610,2020-03-12,Cyprus,4.0,,6,
611,2020-03-13,Cyprus,0.0,,6,
612,2020-03-14,Cyprus,8.0,,14,
613,2020-03-15,Cyprus,7.0,,21,
614,2020-03-16,Cyprus,12.0,,33,
615,2020-03-17,Cyprus,0.0,,33,
616,2020-03-02,Czech Republic,,,3,
617,2020-03-03,Czech Republic,0.0,,3,
618,2020-03-04,Czech Republic,2.0,,5,
619,2020-03-05,Czech Republic,0.0,,5,
620,2020-03-06,Czech Republic,7.0,,12,
621,2020-03-07,Czech Republic,0.0,,12,
622,2020-03-08,Czech Republic,14.0,,26,
623,2020-03-09,Czech Republic,6.0,,32,
624,2020-03-10,Czech Republic,6.0,,38,
625,2020-03-11,Czech Republic,23.0,,61,
626,2020-03-12,Czech Republic,33.0,,94,
627,2020-03-13,Czech Republic,22.0,,116,
628,2020-03-14,Czech Republic,34.0,,150,
629,2020-03-15,Czech Republic,64.0,,214,
630,2020-03-16,Czech Republic,84.0,,298,
631,2020-03-17,Czech Republic,85.0,,383,
632,2020-03-12,Cote d'Ivoire,,,1,
633,2020-03-13,Cote d'Ivoire,0.0,,1,
634,2020-03-14,Cote d'Ivoire,0.0,,1,
635,2020-03-15,Cote d'Ivoire,2.0,,3,
636,2020-03-16,Cote d'Ivoire,0.0,,3,
637,2020-03-17,Cote d'Ivoire,3.0,,6,
638,2020-03-11,Democratic Republic of Congo,,,1,
639,2020-03-12,Democratic Republic of Congo,0.0,,1,
640,2020-03-13,Democratic Republic of Congo,0.0,,1,
641,2020-03-14,Democratic Republic of Congo,1.0,,2,
642,2020-03-15,Democratic Republic of Congo,0.0,,2,
643,2020-03-16,Democratic Republic of Congo,0.0,,2,
644,2020-03-17,Democratic Republic of Congo,1.0,,3,
645,2020-02-27,Denmark,,,1,
646,2020-02-28,Denmark,0.0,,1,
647,2020-02-29,Denmark,1.0,,2,
648,2020-03-01,Denmark,1.0,,3,
649,2020-03-02,Denmark,1.0,,4,
650,2020-03-03,Denmark,1.0,,5,
651,2020-03-04,Denmark,3.0,,8,
652,2020-03-05,Denmark,2.0,,10,
653,2020-03-06,Denmark,8.0,,18,
654,2020-03-07,Denmark,5.0,,23,
655,2020-03-08,Denmark,8.0,,31,
656,2020-03-09,Denmark,5.0,,36,
657,2020-03-10,Denmark,54.0,,90,
658,2020-03-11,Denmark,172.0,,262,
659,2020-03-12,Denmark,353.0,,615,
660,2020-03-13,Denmark,59.0,,674,
661,2020-03-14,Denmark,127.0,,801,
662,2020-03-15,Denmark,26.0,,827,
663,2020-03-16,Denmark,71.0,,898,1.0
664,2020-03-17,Denmark,62.0,3.0,960,4.0
665,2020-03-02,Dominican Republic,,,1,
666,2020-03-03,Dominican Republic,0.0,,1,
667,2020-03-04,Dominican Republic,0.0,,1,
668,2020-03-05,Dominican Republic,0.0,,1,
669,2020-03-06,Dominican Republic,0.0,,1,
670,2020-03-07,Dominican Republic,0.0,,1,
671,2020-03-08,Dominican Republic,0.0,,1,
672,2020-03-09,Dominican Republic,0.0,,1,
673,2020-03-10,Dominican Republic,4.0,,5,
674,2020-03-11,Dominican Republic,0.0,,5,
675,2020-03-12,Dominican Republic,0.0,,5,
676,2020-03-13,Dominican Republic,0.0,,5,
677,2020-03-14,Dominican Republic,0.0,,5,
678,2020-03-15,Dominican Republic,0.0,,5,
679,2020-03-16,Dominican Republic,0.0,,5,
680,2020-03-17,Dominican Republic,16.0,,21,1.0
681,2020-03-01,Ecuador,,,1,
682,2020-03-02,Ecuador,0.0,,1,
683,2020-03-03,Ecuador,5.0,,6,
684,2020-03-04,Ecuador,1.0,,7,
685,2020-03-05,Ecuador,0.0,,7,
686,2020-03-06,Ecuador,6.0,,13,
687,2020-03-07,Ecuador,1.0,,14,
688,2020-03-08,Ecuador,0.0,,14,
689,2020-03-09,Ecuador,1.0,,15,
690,2020-03-10,Ecuador,0.0,,15,
691,2020-03-11,Ecuador,0.0,,15,
692,2020-03-12,Ecuador,2.0,,17,
693,2020-03-13,Ecuador,0.0,,17,
694,2020-03-14,Ecuador,6.0,,23,
695,2020-03-15,Ecuador,0.0,,23,
696,2020-03-16,Ecuador,14.0,,37,2.0
697,2020-03-17,Ecuador,21.0,0.0,58,2.0
698,2020-02-15,Egypt,,,1,
699,2020-02-16,Egypt,0.0,,1,
700,2020-02-17,Egypt,0.0,,1,
701,2020-02-18,Egypt,0.0,,1,
702,2020-02-19,Egypt,0.0,,1,
703,2020-02-20,Egypt,0.0,,1,
704,2020-02-21,Egypt,0.0,,1,
705,2020-02-22,Egypt,0.0,,1,
706,2020-02-23,Egypt,0.0,,1,
707,2020-02-24,Egypt,0.0,,1,
708,2020-02-25,Egypt,0.0,,1,
709,2020-02-26,Egypt,0.0,,1,
710,2020-02-27,Egypt,0.0,,1,
711,2020-02-28,Egypt,0.0,,1,
712,2020-02-29,Egypt,0.0,,1,
713,2020-03-01,Egypt,0.0,,1,
714,2020-03-02,Egypt,1.0,,2,
715,2020-03-03,Egypt,0.0,,2,
716,2020-03-04,Egypt,0.0,,2,
717,2020-03-05,Egypt,0.0,,2,
718,2020-03-06,Egypt,1.0,,3,
719,2020-03-07,Egypt,0.0,,3,
720,2020-03-08,Egypt,45.0,,48,
721,2020-03-09,Egypt,7.0,,55,1.0
722,2020-03-10,Egypt,4.0,0.0,59,1.0
723,2020-03-11,Egypt,0.0,0.0,59,1.0
724,2020-03-12,Egypt,8.0,0.0,67,1.0
725,2020-03-13,Egypt,0.0,0.0,67,1.0
726,2020-03-14,Egypt,26.0,1.0,93,2.0
727,2020-03-15,Egypt,0.0,0.0,93,2.0
728,2020-03-16,Egypt,33.0,0.0,126,2.0
729,2020-03-17,Egypt,40.0,2.0,166,4.0
730,2020-03-15,Equatorial Guinea,,,1,
731,2020-03-16,Equatorial Guinea,0.0,,1,
732,2020-03-17,Equatorial Guinea,0.0,,1,
733,2020-02-27,Estonia,,,1,
734,2020-02-28,Estonia,0.0,,1,
735,2020-02-29,Estonia,0.0,,1,
736,2020-03-01,Estonia,0.0,,1,
737,2020-03-02,Estonia,0.0,,1,
738,2020-03-03,Estonia,0.0,,1,
739,2020-03-04,Estonia,1.0,,2,
740,2020-03-05,Estonia,0.0,,2,
741,2020-03-06,Estonia,1.0,,3,
742,2020-03-07,Estonia,7.0,,10,
743,2020-03-08,Estonia,0.0,,10,
744,2020-03-09,Estonia,0.0,,10,
745,2020-03-10,Estonia,0.0,,10,
746,2020-03-11,Estonia,3.0,,13,
747,2020-03-12,Estonia,0.0,,13,
748,2020-03-13,Estonia,0.0,,13,
749,2020-03-14,Estonia,66.0,,79,
750,2020-03-15,Estonia,0.0,,79,
751,2020-03-16,Estonia,126.0,,205,
752,2020-03-17,Estonia,0.0,,205,
753,2020-03-15,Swaziland,,,1,
754,2020-03-16,Swaziland,0.0,,1,
755,2020-03-17,Swaziland,0.0,,1,
756,2020-03-14,Ethiopia,,,1,
757,2020-03-15,Ethiopia,0.0,,1,
758,2020-03-16,Ethiopia,0.0,,1,
759,2020-03-17,Ethiopia,4.0,,5,
760,2020-03-08,Faeroe Islands,,,1,
761,2020-03-09,Faeroe Islands,1.0,,2,
762,2020-03-10,Faeroe Islands,0.0,,2,
763,2020-03-11,Faeroe Islands,0.0,,2,
764,2020-03-12,Faeroe Islands,0.0,,2,
765,2020-03-13,Faeroe Islands,0.0,,2,
766,2020-03-14,Faeroe Islands,1.0,,3,
767,2020-03-15,Faeroe Islands,6.0,,9,
768,2020-03-16,Faeroe Islands,2.0,,11,
769,2020-03-17,Faeroe Islands,36.0,,47,
770,2020-01-30,Finland,,,1,
771,2020-01-31,Finland,0.0,,1,
772,2020-02-01,Finland,0.0,,1,
773,2020-02-02,Finland,0.0,,1,
774,2020-02-03,Finland,0.0,,1,
775,2020-02-04,Finland,0.0,,1,
776,2020-02-05,Finland,0.0,,1,
777,2020-02-06,Finland,0.0,,1,
778,2020-02-07,Finland,0.0,,1,
779,2020-02-08,Finland,0.0,,1,
780,2020-02-09,Finland,0.0,,1,
781,2020-02-10,Finland,0.0,,1,
782,2020-02-11,Finland,0.0,,1,
783,2020-02-12,Finland,0.0,,1,
784,2020-02-13,Finland,0.0,,1,
785,2020-02-14,Finland,0.0,,1,
786,2020-02-15,Finland,0.0,,1,
787,2020-02-16,Finland,0.0,,1,
788,2020-02-17,Finland,0.0,,1,
789,2020-02-18,Finland,0.0,,1,
790,2020-02-19,Finland,0.0,,1,
791,2020-02-20,Finland,0.0,,1,
792,2020-02-21,Finland,0.0,,1,
793,2020-02-22,Finland,0.0,,1,
794,2020-02-23,Finland,0.0,,1,
795,2020-02-24,Finland,0.0,,1,
796,2020-02-25,Finland,0.0,,1,
797,2020-02-26,Finland,0.0,,1,
798,2020-02-27,Finland,1.0,,2,
799,2020-02-28,Finland,0.0,,2,
800,2020-02-29,Finland,0.0,,2,
801,2020-03-01,Finland,0.0,,2,
802,2020-03-02,Finland,4.0,,6,
803,2020-03-03,Finland,1.0,,7,
804,2020-03-04,Finland,0.0,,7,
805,2020-03-05,Finland,0.0,,7,
806,2020-03-06,Finland,5.0,,12,
807,2020-03-07,Finland,7.0,,19,
808,2020-03-08,Finland,0.0,,19,
809,2020-03-09,Finland,11.0,,30,
810,2020-03-10,Finland,10.0,,40,
811,2020-03-11,Finland,0.0,,40,
812,2020-03-12,Finland,0.0,,40,
813,2020-03-13,Finland,69.0,,109,
814,2020-03-14,Finland,0.0,,109,
815,2020-03-15,Finland,101.0,,210,
816,2020-03-16,Finland,57.0,,267,
817,2020-03-17,Finland,5.0,,272,
818,2020-01-25,France,,,3,
819,2020-01-26,France,0.0,,3,
820,2020-01-27,France,0.0,,3,
821,2020-01-28,France,0.0,,3,
822,2020-01-29,France,1.0,,4,
823,2020-01-30,France,1.0,,5,
824,2020-01-31,France,1.0,,6,
825,2020-02-01,France,0.0,,6,
826,2020-02-02,France,0.0,,6,
827,2020-02-03,France,0.0,,6,
828,2020-02-04,France,0.0,,6,
829,2020-02-05,France,0.0,,6,
830,2020-02-06,France,0.0,,6,
831,2020-02-07,France,0.0,,6,
832,2020-02-08,France,0.0,,6,
833,2020-02-09,France,5.0,,11,
834,2020-02-10,France,0.0,,11,
835,2020-02-11,France,0.0,,11,
836,2020-02-12,France,0.0,,11,
837,2020-02-13,France,0.0,,11,
838,2020-02-14,France,0.0,,11,
839,2020-02-15,France,0.0,,11,
840,2020-02-16,France,1.0,,12,1.0
841,2020-02-17,France,0.0,0.0,12,1.0
842,2020-02-18,France,0.0,0.0,12,1.0
843,2020-02-19,France,0.0,0.0,12,1.0
844,2020-02-20,France,0.0,0.0,12,1.0
845,2020-02-21,France,0.0,0.0,12,1.0
846,2020-02-22,France,0.0,0.0,12,1.0
847,2020-02-23,France,0.0,0.0,12,1.0
848,2020-02-24,France,0.0,0.0,12,1.0
849,2020-02-25,France,0.0,0.0,12,1.0
850,2020-02-26,France,0.0,0.0,12,1.0
851,2020-02-27,France,6.0,1.0,18,2.0
852,2020-02-28,France,20.0,0.0,38,2.0
853,2020-02-29,France,19.0,0.0,57,2.0
854,2020-03-01,France,43.0,0.0,100,2.0
855,2020-03-02,France,0.0,0.0,100,2.0
856,2020-03-03,France,91.0,1.0,191,3.0
857,2020-03-04,France,21.0,1.0,212,4.0
858,2020-03-05,France,70.0,0.0,282,4.0
859,2020-03-06,France,138.0,2.0,420,6.0
860,2020-03-07,France,193.0,3.0,613,9.0
861,2020-03-08,France,93.0,1.0,706,10.0
862,2020-03-09,France,410.0,9.0,1116,19.0
863,2020-03-10,France,286.0,11.0,1402,30.0
864,2020-03-11,France,372.0,3.0,1774,33.0
865,2020-03-12,France,495.0,15.0,2269,48.0
866,2020-03-13,France,591.0,13.0,2860,61.0
867,2020-03-14,France,780.0,18.0,3640,79.0
868,2020-03-15,France,829.0,12.0,4469,91.0
869,2020-03-16,France,911.0,36.0,5380,127.0
870,2020-03-17,France,1193.0,21.0,6573,148.0
871,2020-03-08,French Guiana,,,5,
872,2020-03-09,French Guiana,0.0,,5,
873,2020-03-10,French Guiana,0.0,,5,
874,2020-03-11,French Guiana,0.0,,5,
875,2020-03-12,French Guiana,0.0,,5,
876,2020-03-13,French Guiana,1.0,,6,
877,2020-03-14,French Guiana,0.0,,6,
878,2020-03-15,French Guiana,1.0,,7,
879,2020-03-16,French Guiana,0.0,,7,
880,2020-03-17,French Guiana,0.0,,7,
881,2020-03-12,French Polynesia,,,1,
882,2020-03-13,French Polynesia,0.0,,1,
883,2020-03-14,French Polynesia,0.0,,1,
884,2020-03-15,French Polynesia,2.0,,3,
885,2020-03-16,French Polynesia,0.0,,3,
886,2020-03-17,French Polynesia,0.0,,3,
887,2020-03-14,Gabon,,,1,
888,2020-03-15,Gabon,0.0,,1,
889,2020-03-16,Gabon,0.0,,1,
890,2020-03-17,Gabon,0.0,,1,
891,2020-02-27,Georgia,,,1,
892,2020-02-28,Georgia,0.0,,1,
893,2020-02-29,Georgia,1.0,,2,
894,2020-03-01,Georgia,1.0,,3,
895,2020-03-02,Georgia,0.0,,3,
896,2020-03-03,Georgia,0.0,,3,
897,2020-03-04,Georgia,0.0,,3,
898,2020-03-05,Georgia,0.0,,3,
899,2020-03-06,Georgia,6.0,,9,
900,2020-03-07,Georgia,0.0,,9,
901,2020-03-08,Georgia,3.0,,12,
902,2020-03-09,Georgia,1.0,,13,
903,2020-03-10,Georgia,2.0,,15,
904,2020-03-11,Georgia,8.0,,23,
905,2020-03-12,Georgia,0.0,,23,
906,2020-03-13,Georgia,2.0,,25,
907,2020-03-14,Georgia,0.0,,25,
908,2020-03-15,Georgia,5.0,,30,
909,2020-03-16,Georgia,3.0,,33,
910,2020-03-17,Georgia,0.0,,33,
911,2020-01-28,Germany,,,1,
912,2020-01-29,Germany,3.0,,4,
913,2020-01-30,Germany,0.0,,4,
914,2020-01-31,Germany,1.0,,5,
915,2020-02-01,Germany,2.0,,7,
916,2020-02-02,Germany,1.0,,8,
917,2020-02-03,Germany,2.0,,10,
918,2020-02-04,Germany,2.0,,12,
919,2020-02-05,Germany,0.0,,12,
920,2020-02-06,Germany,0.0,,12,
921,2020-02-07,Germany,1.0,,13,
922,2020-02-08,Germany,1.0,,14,
923,2020-02-09,Germany,0.0,,14,
924,2020-02-10,Germany,0.0,,14,
925,2020-02-11,Germany,0.0,,14,
926,2020-02-12,Germany,2.0,,16,
927,2020-02-13,Germany,0.0,,16,
928,2020-02-14,Germany,0.0,,16,
929,2020-02-15,Germany,0.0,,16,
930,2020-02-16,Germany,0.0,,16,
931,2020-02-17,Germany,0.0,,16,
932,2020-02-18,Germany,0.0,,16,
933,2020-02-19,Germany,0.0,,16,
934,2020-02-20,Germany,0.0,,16,
935,2020-02-21,Germany,0.0,,16,
936,2020-02-22,Germany,0.0,,16,
937,2020-02-23,Germany,0.0,,16,
938,2020-02-24,Germany,0.0,,16,
939,2020-02-25,Germany,0.0,,16,
940,2020-02-26,Germany,2.0,,18,
941,2020-02-27,Germany,3.0,,21,
942,2020-02-28,Germany,5.0,,26,
943,2020-02-29,Germany,31.0,,57,
944,2020-03-01,Germany,0.0,,57,
945,2020-03-02,Germany,72.0,,129,
946,2020-03-03,Germany,28.0,,157,
947,2020-03-04,Germany,39.0,,196,
948,2020-03-05,Germany,66.0,,262,
949,2020-03-06,Germany,272.0,,534,
950,2020-03-07,Germany,105.0,,639,
951,2020-03-08,Germany,156.0,,795,
952,2020-03-09,Germany,317.0,,1112,
953,2020-03-10,Germany,27.0,,1139,2.0
954,2020-03-11,Germany,157.0,0.0,1296,2.0
955,2020-03-12,Germany,271.0,1.0,1567,3.0
956,2020-03-13,Germany,802.0,3.0,2369,6.0
957,2020-03-14,Germany,693.0,0.0,3062,6.0
958,2020-03-15,Germany,733.0,2.0,3795,8.0
959,2020-03-16,Germany,1043.0,4.0,4838,12.0
960,2020-03-17,Germany,1174.0,1.0,6012,13.0
961,2020-03-14,Ghana,,,1,
962,2020-03-15,Ghana,1.0,,2,
963,2020-03-16,Ghana,0.0,,2,
964,2020-03-17,Ghana,4.0,,6,
965,2020-03-05,Gibraltar,,,1,
966,2020-03-06,Gibraltar,0.0,,1,
967,2020-03-07,Gibraltar,0.0,,1,
968,2020-03-08,Gibraltar,0.0,,1,
969,2020-03-09,Gibraltar,0.0,,1,
970,2020-03-10,Gibraltar,0.0,,1,
971,2020-03-11,Gibraltar,0.0,,1,
972,2020-03-12,Gibraltar,0.0,,1,
973,2020-03-13,Gibraltar,0.0,,1,
974,2020-03-14,Gibraltar,0.0,,1,
975,2020-03-15,Gibraltar,0.0,,1,
976,2020-03-16,Gibraltar,0.0,,1,
977,2020-03-17,Gibraltar,2.0,,3,
978,2020-02-27,Greece,,,1,
979,2020-02-28,Greece,2.0,,3,
980,2020-02-29,Greece,0.0,,3,
981,2020-03-01,Greece,0.0,,3,
982,2020-03-02,Greece,4.0,,7,
983,2020-03-03,Greece,0.0,,7,
984,2020-03-04,Greece,0.0,,7,
985,2020-03-05,Greece,2.0,,9,
986,2020-03-06,Greece,23.0,,32,
987,2020-03-07,Greece,0.0,,32,
988,2020-03-08,Greece,34.0,,66,
989,2020-03-09,Greece,7.0,,73,
990,2020-03-10,Greece,0.0,,73,
991,2020-03-11,Greece,16.0,,89,
992,2020-03-12,Greece,9.0,,98,1.0
993,2020-03-13,Greece,0.0,0.0,98,1.0
994,2020-03-14,Greece,0.0,0.0,98,1.0
995,2020-03-15,Greece,130.0,1.0,228,2.0
996,2020-03-16,Greece,103.0,2.0,331,4.0
997,2020-03-17,Greece,0.0,0.0,331,4.0
998,2020-03-14,Guadeloupe,,,1,
999,2020-03-15,Guadeloupe,2.0,,3,
1000,2020-03-16,Guadeloupe,3.0,,6,
1001,2020-03-17,Guadeloupe,12.0,,18,
1002,2020-03-17,Guam,,,3,
1003,2020-03-16,Guatemala,,,1,1.0
1004,2020-03-17,Guatemala,0.0,0.0,1,1.0
1005,2020-03-10,Guernsey,,,1,
1006,2020-03-11,Guernsey,0.0,,1,
1007,2020-03-12,Guernsey,0.0,,1,
1008,2020-03-13,Guernsey,0.0,,1,
1009,2020-03-14,Guernsey,0.0,,1,
1010,2020-03-15,Guernsey,0.0,,1,
1011,2020-03-16,Guernsey,0.0,,1,
1012,2020-03-17,Guernsey,0.0,,1,
1013,2020-03-14,Guinea,,,1,
1014,2020-03-15,Guinea,0.0,,1,
1015,2020-03-16,Guinea,0.0,,1,
1016,2020-03-17,Guinea,0.0,,1,
1017,2020-03-13,Guyana,,,1,1.0
1018,2020-03-14,Guyana,0.0,0.0,1,1.0
1019,2020-03-15,Guyana,0.0,0.0,1,1.0
1020,2020-03-16,Guyana,3.0,0.0,4,1.0
1021,2020-03-17,Guyana,0.0,0.0,4,1.0
1022,2020-03-07,Vatican,,,1,
1023,2020-03-08,Vatican,0.0,,1,
1024,2020-03-09,Vatican,0.0,,1,
1025,2020-03-10,Vatican,0.0,,1,
1026,2020-03-11,Vatican,0.0,,1,
1027,2020-03-12,Vatican,0.0,,1,
1028,2020-03-13,Vatican,0.0,,1,
1029,2020-03-14,Vatican,0.0,,1,
1030,2020-03-15,Vatican,0.0,,1,
1031,2020-03-16,Vatican,0.0,,1,
1032,2020-03-17,Vatican,0.0,,1,
1033,2020-03-12,Honduras,,,2,
1034,2020-03-13,Honduras,0.0,,2,
1035,2020-03-14,Honduras,0.0,,2,
1036,2020-03-15,Honduras,0.0,,2,
1037,2020-03-16,Honduras,0.0,,2,
1038,2020-03-17,Honduras,6.0,,8,
1039,2020-03-05,Hungary,,,2,
1040,2020-03-06,Hungary,0.0,,2,
1041,2020-03-07,Hungary,3.0,,5,
1042,2020-03-08,Hungary,2.0,,7,
1043,2020-03-09,Hungary,2.0,,9,
1044,2020-03-10,Hungary,0.0,,9,
1045,2020-03-11,Hungary,4.0,,13,
1046,2020-03-12,Hungary,0.0,,13,
1047,2020-03-13,Hungary,3.0,,16,
1048,2020-03-14,Hungary,3.0,,19,
1049,2020-03-15,Hungary,13.0,,32,
1050,2020-03-16,Hungary,7.0,,39,1.0
1051,2020-03-17,Hungary,11.0,0.0,50,1.0
1052,2020-03-02,Iceland,,,2,
1053,2020-03-03,Iceland,7.0,,9,
1054,2020-03-04,Iceland,7.0,,16,
1055,2020-03-05,Iceland,10.0,,26,
1056,2020-03-06,Iceland,0.0,,26,
1057,2020-03-07,Iceland,19.0,,45,
1058,2020-03-08,Iceland,0.0,,45,
1059,2020-03-09,Iceland,10.0,,55,
1060,2020-03-10,Iceland,0.0,,55,
1061,2020-03-11,Iceland,6.0,,61,
1062,2020-03-12,Iceland,0.0,,61,
1063,2020-03-13,Iceland,0.0,,61,
1064,2020-03-14,Iceland,0.0,,61,
1065,2020-03-15,Iceland,77.0,,138,
1066,2020-03-16,Iceland,0.0,,138,
1067,2020-03-17,Iceland,61.0,,199,
1068,2020-01-30,India,,,1,
1069,2020-01-31,India,0.0,,1,
1070,2020-02-01,India,0.0,,1,
1071,2020-02-02,India,1.0,,2,
1072,2020-02-03,India,1.0,,3,
1073,2020-02-04,India,0.0,,3,
1074,2020-02-05,India,0.0,,3,
1075,2020-02-06,India,0.0,,3,
1076,2020-02-07,India,0.0,,3,
1077,2020-02-08,India,0.0,,3,
1078,2020-02-09,India,0.0,,3,
1079,2020-02-10,India,0.0,,3,
1080,2020-02-11,India,0.0,,3,
1081,2020-02-12,India,0.0,,3,
1082,2020-02-13,India,0.0,,3,
1083,2020-02-14,India,0.0,,3,
1084,2020-02-15,India,0.0,,3,
1085,2020-02-16,India,0.0,,3,
1086,2020-02-17,India,0.0,,3,
1087,2020-02-18,India,0.0,,3,
1088,2020-02-19,India,0.0,,3,
1089,2020-02-20,India,0.0,,3,
1090,2020-02-21,India,0.0,,3,
1091,2020-02-22,India,0.0,,3,
1092,2020-02-23,India,0.0,,3,
1093,2020-02-24,India,0.0,,3,
1094,2020-02-25,India,0.0,,3,
1095,2020-02-26,India,0.0,,3,
1096,2020-02-27,India,0.0,,3,
1097,2020-02-28,India,0.0,,3,
1098,2020-02-29,India,0.0,,3,
1099,2020-03-01,India,0.0,,3,
1100,2020-03-02,India,0.0,,3,
1101,2020-03-03,India,2.0,,5,
1102,2020-03-04,India,1.0,,6,
1103,2020-03-05,India,23.0,,29,
1104,2020-03-06,India,1.0,,30,
1105,2020-03-07,India,1.0,,31,
1106,2020-03-08,India,3.0,,34,
1107,2020-03-09,India,9.0,,43,
1108,2020-03-10,India,1.0,,44,
1109,2020-03-11,India,16.0,,60,
1110,2020-03-12,India,13.0,,73,
1111,2020-03-13,India,1.0,,74,1.0
1112,2020-03-14,India,8.0,1.0,82,2.0
1113,2020-03-15,India,25.0,0.0,107,2.0
1114,2020-03-16,India,7.0,0.0,114,2.0
1115,2020-03-17,India,23.0,1.0,137,3.0
1116,2020-03-02,Indonesia,,,2,
1117,2020-03-03,Indonesia,0.0,,2,
1118,2020-03-04,Indonesia,0.0,,2,
1119,2020-03-05,Indonesia,0.0,,2,
1120,2020-03-06,Indonesia,0.0,,2,
1121,2020-03-07,Indonesia,0.0,,2,
1122,2020-03-08,Indonesia,4.0,,6,
1123,2020-03-09,Indonesia,0.0,,6,
1124,2020-03-10,Indonesia,13.0,,19,
1125,2020-03-11,Indonesia,8.0,,27,1.0
1126,2020-03-12,Indonesia,7.0,0.0,34,1.0
1127,2020-03-13,Indonesia,0.0,0.0,34,1.0
1128,2020-03-14,Indonesia,35.0,2.0,69,3.0
1129,2020-03-15,Indonesia,48.0,1.0,117,4.0
1130,2020-03-16,Indonesia,0.0,0.0,117,4.0
1131,2020-03-17,Indonesia,55.0,1.0,172,5.0
1132,2020-02-06,International,,,20,
1133,2020-02-07,International,41.0,,61,
1134,2020-02-08,International,3.0,,64,
1135,2020-02-09,International,0.0,,64,
1136,2020-02-10,International,6.0,,70,
1137,2020-02-11,International,65.0,,135,
1138,2020-02-12,International,40.0,,175,
1139,2020-02-13,International,-1.0,,174,
1140,2020-02-14,International,44.0,,218,
1141,2020-02-15,International,0.0,,218,
1142,2020-02-16,International,137.0,,355,
1143,2020-02-17,International,99.0,,454,
1144,2020-02-18,International,0.0,,454,
1145,2020-02-19,International,88.0,,542,
1146,2020-02-20,International,79.0,,621,2.0
1147,2020-02-21,International,13.0,0.0,634,2.0
1148,2020-02-22,International,0.0,0.0,634,2.0
1149,2020-02-23,International,0.0,1.0,634,3.0
1150,2020-02-24,International,61.0,0.0,695,3.0
1151,2020-02-25,International,-4.0,0.0,691,3.0
1152,2020-02-26,International,0.0,0.0,691,3.0
1153,2020-02-27,International,14.0,1.0,705,4.0
1154,2020-02-28,International,0.0,0.0,705,4.0
1155,2020-02-29,International,0.0,2.0,705,6.0
1156,2020-03-01,International,0.0,0.0,705,6.0
1157,2020-03-02,International,1.0,0.0,706,6.0
1158,2020-03-03,International,0.0,0.0,706,6.0
1159,2020-03-04,International,0.0,0.0,706,6.0
1160,2020-03-05,International,0.0,0.0,706,6.0
1161,2020-03-06,International,-10.0,0.0,696,6.0
1162,2020-03-07,International,0.0,0.0,696,6.0
1163,2020-03-08,International,0.0,1.0,696,7.0
1164,2020-03-09,International,0.0,0.0,696,7.0
1165,2020-03-10,International,0.0,0.0,696,7.0
1166,2020-03-11,International,0.0,0.0,696,7.0
1167,2020-03-12,International,0.0,0.0,696,7.0
1168,2020-03-13,International,0.0,0.0,696,7.0
1169,2020-03-14,International,1.0,0.0,697,7.0
1170,2020-03-15,International,0.0,0.0,697,7.0
1171,2020-03-16,International,15.0,0.0,712,7.0
1172,2020-03-17,International,0.0,0.0,712,7.0
1173,2020-02-20,Iran,,,2,2.0
1174,2020-02-21,Iran,3.0,0.0,5,2.0
1175,2020-02-22,Iran,13.0,2.0,18,4.0
1176,2020-02-23,Iran,10.0,1.0,28,5.0
1177,2020-02-24,Iran,15.0,3.0,43,8.0
1178,2020-02-25,Iran,18.0,4.0,61,12.0
1179,2020-02-26,Iran,34.0,3.0,95,15.0
1180,2020-02-27,Iran,46.0,7.0,141,22.0
1181,2020-02-28,Iran,104.0,4.0,245,26.0
1182,2020-02-29,Iran,143.0,8.0,388,34.0
1183,2020-03-01,Iran,205.0,9.0,593,43.0
1184,2020-03-02,Iran,385.0,11.0,978,54.0
1185,2020-03-03,Iran,523.0,12.0,1501,66.0
1186,2020-03-04,Iran,835.0,11.0,2336,77.0
1187,2020-03-05,Iran,586.0,15.0,2922,92.0
1188,2020-03-06,Iran,591.0,15.0,3513,107.0
1189,2020-03-07,Iran,1234.0,17.0,4747,124.0
1190,2020-03-08,Iran,1076.0,21.0,5823,145.0
1191,2020-03-09,Iran,743.0,49.0,6566,194.0
1192,2020-03-10,Iran,595.0,43.0,7161,237.0
1193,2020-03-11,Iran,881.0,54.0,8042,291.0
1194,2020-03-12,Iran,958.0,63.0,9000,354.0
1195,2020-03-13,Iran,1075.0,75.0,10075,429.0
1196,2020-03-14,Iran,1289.0,85.0,11364,514.0
1197,2020-03-15,Iran,1365.0,94.0,12729,608.0
1198,2020-03-16,Iran,2262.0,245.0,14991,853.0
1199,2020-03-17,Iran,0.0,0.0,14991,853.0
1200,2020-02-25,Iraq,,,1,
1201,2020-02-26,Iraq,4.0,,5,
1202,2020-02-27,Iraq,1.0,,6,
1203,2020-02-28,Iraq,1.0,,7,
