,date,World,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malaysia,Maldives,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Lucia,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Timor,Togo,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Uruguay,Uzbekistan,Vatican,Venezuela,Vietnam,Zambia,Zimbabwe
74,2020-03-14,143223,,33.0,26.0,2.0,,,34.0,13.0,197,504,,,210.0,,,,559,,,,,10.0,,98.0,37.0,31.0,,,,176,,,,,43.0,80973,16.0,,26.0,,31.0,4.0,14.0,150,2.0,804,,,11.0,23.0,93.0,,,,79.0,1.0,,,,3661,,,,30.0,3062,,,190.0,,,,,,1.0,,,3.0,25.0,117,83.0,69.0,,11364,85.0,91.0,,116.0,17660,8.0,737,,,,1.0,,100.0,,,19.0,,,,4.0,6.0,38.0,13.0,,197.0,9.0,12.0,,,26.0,8.0,,,,,7.0,,,,,804,,,6.0,,,,621,20.0,21.0,35.0,36.0,,7.0,38.0,64.0,68.0,112.0,320.0,89.0,45.0,,,,73.0,86.0,19.0,41.0,,200,30.0,141.0,,24.0,8086,4231,6.0,1.0,,,775,1121,,53.0,,82.0,,,2.0,16.0,,,,,,707,2174,,,,,,49.0,,
75,2020-03-15,151363,10.0,38.0,37.0,,,1.0,45.0,20.0,249,655,19.0,,211.0,3.0,,,689,,,,1.0,10.0,,121.0,40.0,41.0,3.0,7.0,3.0,244,,,,,61.0,80995,34.0,,27.0,4.0,37.0,4.0,21.0,214,2.0,827,,,11.0,28.0,93.0,,1.0,,115.0,1.0,,,210.0,4499,,1.0,,30.0,3795,2.0,,228.0,,,,1.0,,1.0,,,,31.0,138,90.0,96.0,,12729,85.0,129.0,,178.0,17750,,780,,1.0,6.0,1.0,,104.0,,,26.0,93.0,,,4.0,9.0,,,,238.0,9.0,18.0,1.0,,41.0,20.0,3.0,1.0,,,18.0,,,2.0,1.0,959,,,8.0,,,2.0,907,20.0,30.0,38.0,43.0,,,43.0,111.0,104.0,169.0,337.0,113.0,59.0,1.0,2.0,,92.0,86.0,21.0,46.0,2.0,214,44.0,181.0,,24.0,8162,5753,11.0,1.0,1.0,1.0,924,1359,,59.0,,82.0,,1.0,2.0,16.0,,,,,85.0,1140,2951,,6.0,,,10.0,53.0,,
76,2020-03-16,167414,16.0,42.0,48.0,5.0,,,56.0,30.0,298,860,19.0,1.0,214.0,,,27.0,886,,,,,,18.0,200.0,50.0,51.0,3.0,12.0,4.0,304,,,1.0,,75.0,81020,45.0,1.0,35.0,4.0,48.0,,30.0,298,2.0,875,,,11.0,37.0,110.0,,1.0,,171.0,4.0,,,267.0,5423,,1.0,,30.0,4838,2.0,,331.0,,,,1.0,,,4.0,,6.0,39.0,178,93.0,117.0,,13938,124.0,169.0,,250.0,23980,10.0,814,,15.0,9.0,3.0,2.0,112.0,,,31.0,99.0,,,7.0,14.0,77.0,13.0,,428.0,13.0,21.0,1.0,,53.0,23.0,7.0,,,,28.0,,,2.0,,1135,,,,,,2.0,1077,22.0,31.0,38.0,43.0,,8.0,71.0,140.0,125.0,245.0,401.0,139.0,63.0,5.0,2.0,,98.0,118.0,26.0,55.0,3.0,226,61.0,219.0,,51.0,8236,7753,19.0,1.0,,1.0,1032,2200,,59.0,,114.0,,1.0,4.0,18.0,18.0,,,3.0,86.0,1391,3774,,8.0,6.0,1.0,15.0,57.0,,
77,2020-03-17,180159,21.0,51.0,60.0,14.0,,,65.0,52.0,375,1016,19.0,1.0,221.0,5.0,,36.0,1085,,1.0,,1.0,11.0,21.0,234.0,54.0,62.0,20.0,24.0,4.0,424,,,1.0,,156.0,81130,57.0,1.0,41.0,5.0,56.0,,40.0,344,3.0,932,,,11.0,58.0,126.0,,1.0,,205.0,5.0,,,272.0,6633,,1.0,,33.0,6012,6.0,,352.0,,,,6.0,,1.0,4.0,,8.0,50.0,199,125.0,134.0,,14991,124.0,223.0,,260.0,27980,10.0,824,,16.0,11.0,3.0,2.0,123.0,,,36.0,120.0,1.0,,7.0,17.0,81.0,19.0,,553.0,13.0,30.0,1.0,,82.0,29.0,9.0,,,,37.0,,0.0,2.0,1.0,1413,,,,,,2.0,1169,24.0,187.0,39.0,69.0,,9.0,86.0,142.0,177.0,331.0,439.0,184.0,93.0,5.0,2.0,,102.0,133.0,27.0,57.0,4.0,243,84.0,253.0,1.0,62.0,8320,9191,29.0,1.0,,1.0,1121,2200,,67.0,1.0,177.0,,1.0,5.0,20.0,47.0,,,5.0,98.0,1543,4661,,29.0,8.0,1.0,33.0,61.0,,
78,2020-03-18,194909,22.0,55.0,60.0,14.0,,,79.0,78.0,454,1332,28.0,,237.0,8.0,1.0,36.0,1243,,1.0,,1.0,12.0,21.0,291.0,56.0,81.0,20.0,24.0,10.0,569,,,1.0,,201.0,81163,65.0,1.0,50.0,5.0,69.0,7.0,40.0,434,3.0,1024,,,11.0,111.0,166.0,,1.0,,225.0,5.0,,,319.0,7730,,1.0,1.0,34.0,7156,6.0,,387.0,,,,6.0,,1.0,4.0,,9.0,50.0,247,137.0,172.0,,16169,154.0,292.0,,427.0,31506,13.0,829,,35.0,33.0,4.0,19.0,130.0,,,61.0,120.0,2.0,,7.0,25.0,140.0,31.0,,673.0,13.0,38.0,1.0,,93.0,30.0,9.0,4.0,2.0,,44.0,,,2.0,1.0,1705,,,20.0,,,3.0,1308,24.0,187.0,41.0,86.0,,11.0,117.0,187.0,238.0,448.0,442.0,217.0,114.0,7.0,2.0,,104.0,133.0,31.0,72.0,4.0,266,97.0,275.0,1.0,85.0,8413,11178,42.0,1.0,,1.0,1167,2650,,77.0,1.0,177.0,,1.0,7.0,24.0,98.0,,,14.0,113.0,1950,6427,,50.0,16.0,1.0,33.0,61.0,,
79,2020-03-19,213254,22.0,59.0,73.0,53.0,,,97.0,115.0,565,1646,34.0,,256.0,10.0,1.0,46.0,1486,,1.0,,1.0,12.0,36.0,428.0,68.0,92.0,26.0,24.0,10.0,690,,,1.0,,238.0,81238,102.0,3.0,69.0,6.0,81.0,11.0,58.0,522,14.0,1115,1.0,,21.0,168.0,196.0,1.0,3.0,,258.0,6.0,,,369.0,9134,3.0,3.0,1.0,34.0,8198,7.0,,418.0,,,3.0,8.0,,1.0,5.0,,12.0,73.0,250,165.0,172.0,,17361,164.0,366.0,,433.0,35713,15.0,873,,52.0,37.0,7.0,19.0,142.0,3.0,,71.0,133.0,2.0,,25.0,33.0,210.0,42.0,,790.0,13.0,48.0,1.0,,118.0,36.0,9.0,5.0,8.0,,54.0,,,2.0,1.0,2051,,,28.0,1.0,,8.0,1423,39.0,302.0,44.0,109.0,,11.0,145.0,202.0,287.0,642.0,452.0,260.0,147.0,11.0,2.0,,109.0,171.0,36.0,94.0,6.0,313,107.0,286.0,1.0,116.0,8565,13716,42.0,2.0,,1.0,1301,3010,,108.0,3.0,177.0,,1.0,9.0,29.0,191.0,,,19.0,113.0,2630,9415,,79.0,23.0,1.0,33.0,76.0,2.0,
80,2020-03-20,242473,22.0,70.0,82.0,75.0,,,128.0,122.0,709,2196,44.0,3.0,269.0,10.0,2.0,57.0,1795,,2.0,2.0,1.0,15.0,44.0,621.0,73.0,105.0,33.0,24.0,14.0,846,,1.0,1.0,1.0,342.0,81337,128.0,3.0,87.0,9.0,104.0,16.0,58.0,694,14.0,1151,1.0,,21.0,199.0,210.0,1.0,4.0,,267.0,7.0,72.0,1.0,400.0,10995,3.0,3.0,1.0,40.0,14138,11.0,10.0,464.0,2.0,,12.0,9.0,1.0,1.0,5.0,2.0,24.0,85.0,330,191.0,227.0,,18407,177.0,557.0,,677.0,41035,16.0,950,5.0,56.0,49.0,7.0,21.0,148.0,6.0,,86.0,149.0,2.0,,25.0,48.0,345.0,48.0,,900.0,13.0,53.0,2.0,3.0,164.0,49.0,11.0,5.0,13.0,,63.0,,,2.0,1.0,2460,9.0,,39.0,1.0,,8.0,1552,39.0,478.0,47.0,137.0,,13.0,234.0,230.0,355.0,785.0,460.0,277.0,199.0,11.0,2.0,,126.0,238.0,36.0,126.0,6.0,345,123.0,319.0,1.0,150.0,8652,17147,53.0,2.0,,1.0,1423,3888,,108.0,3.0,212.0,,1.0,9.0,39.0,359.0,,,26.0,140.0,3277,14250,,94.0,23.0,1.0,33.0,85.0,2.0,
81,2020-03-21,271228,24.0,70.0,94.0,75.0,,1.0,158.0,136.0,874,2649,44.0,4.0,285.0,17.0,6.0,57.0,2257,,2.0,2.0,2.0,19.0,44.0,904.0,78.0,127.0,40.0,47.0,27.0,971,2.0,3.0,1.0,1.0,434.0,81416,158.0,3.0,113.0,14.0,126.0,21.0,67.0,904,14.0,1255,1.0,,34.0,426.0,256.0,3.0,4.0,,283.0,9.0,80.0,1.0,450.0,12612,15.0,3.0,1.0,43.0,18187,16.0,10.0,495.0,2.0,,14.0,13.0,1.0,2.0,5.0,2.0,24.0,85.0,409,231.0,309.0,,19644,193.0,683.0,1.0,712.0,47021,19.0,1007,12.0,69.0,53.0,7.0,24.0,159.0,6.0,,111.0,163.0,2.0,,34.0,69.0,484.0,70.0,3.0,1030.0,13.0,64.0,2.0,12.0,203.0,66.0,12.0,6.0,14.0,1.0,86.0,,,3.0,1.0,2994,13.0,2.0,53.0,1.0,1.0,12.0,1742,48.0,495.0,48.0,200.0,1.0,18.0,263.0,230.0,425.0,1020.0,470.0,308.0,253.0,17.0,2.0,,151.0,274.0,47.0,135.0,7.0,385,137.0,341.0,1.0,205.0,8799,19980,66.0,2.0,1.0,1.0,1623,4840,,135.0,3.0,366.0,,9.0,9.0,54.0,670.0,,,26.0,140.0,3983,19624,,110.0,33.0,1.0,36.0,87.0,2.0,1.0
82,2020-03-22,305275,24.0,76.0,94.0,88.0,2.0,1.0,225.0,160.0,1098,3024,53.0,4.0,306.0,24.0,14.0,76.0,2815,,2.0,2.0,2.0,20.0,92.0,1128.0,83.0,163.0,64.0,51.0,27.0,1231,3.0,3.0,3.0,2.0,537.0,81499,210.0,4.0,117.0,17.0,206.0,25.0,84.0,995,23.0,1326,1.0,,112.0,532.0,285.0,3.0,6.0,1.0,306.0,9.0,92.0,2.0,521.0,14459,17.0,3.0,1.0,49.0,21463,21.0,10.0,530.0,2.0,,15.0,17.0,1.0,2.0,5.0,2.0,26.0,131.0,473,320.0,450.0,,20610,214.0,785.0,2.0,883.0,53578,19.0,1046,12.0,84.0,56.0,7.0,24.0,176.0,14.0,,124.0,230.0,3.0,,36.0,105.0,670.0,85.0,3.0,1183.0,13.0,73.0,2.0,14.0,251.0,80.0,18.0,10.0,14.0,1.0,96.0,,,3.0,1.0,3631,13.0,4.0,66.0,1.0,1.0,22.0,1926,52.0,646.0,52.0,245.0,1.0,22.0,318.0,380.0,536.0,1280.0,481.0,367.0,306.0,17.0,2.0,,151.0,392.0,56.0,149.0,7.0,432,178.0,383.0,1.0,240.0,8897,24926,78.0,2.0,5.0,1.0,1746,6077,,153.0,6.0,599.0,1.0,15.0,49.0,60.0,947.0,,1.0,41.0,153.0,5018,26747,,135.0,33.0,1.0,36.0,94.0,2.0,2.0
83,2020-03-23,338303,34.0,89.0,102.0,113.0,2.0,1.0,266.0,190.0,1709,3631,65.0,4.0,334.0,27.0,17.0,76.0,3401,,2.0,6.0,2.0,27.0,125.0,1546.0,88.0,185.0,64.0,86.0,27.0,1430,3.0,3.0,4.0,2.0,632.0,81649,235.0,4.0,134.0,25.0,235.0,35.0,95.0,1165,26.0,1395,1.0,1.0,202.0,789.0,294.0,3.0,6.0,1.0,326.0,11.0,115.0,3.0,626.0,16018,18.0,6.0,1.0,54.0,24774,24.0,15.0,624.0,2.0,1.0,27.0,19.0,17.0,2.0,5.0,2.0,27.0,167.0,568,439.0,514.0,,21638,233.0,906.0,2.0,1071.0,59138,19.0,1089,15.0,99.0,60.0,15.0,31.0,188.0,14.0,,139.0,248.0,3.0,,46.0,143.0,798.0,114.0,3.0,1306.0,13.0,90.0,2.0,28.0,316.0,94.0,23.0,10.0,21.0,1.0,115.0,1.0,,3.0,1.0,4204,13.0,5.0,102.0,2.0,1.0,30.0,2132,55.0,784.0,59.0,313.0,1.0,22.0,363.0,380.0,634.0,1600.0,494.0,433.0,438.0,19.0,2.0,,151.0,511.0,67.0,188.0,7.0,455,185.0,414.0,1.0,274.0,8961,28572,87.0,2.0,5.0,4.0,1906,6971,1.0,165.0,12.0,721.0,1.0,15.0,50.0,75.0,1236.0,,1.0,47.0,153.0,5683,35206,,158.0,46.0,1.0,36.0,118.0,3.0,2.0
84,2020-03-24,378040,40.0,100.0,189.0,133.0,2.0,1.0,301.0,194.0,1823,4486,72.0,4.0,339.0,33.0,17.0,81.0,3743,1.0,5.0,6.0,2.0,28.0,129.0,1891.0,91.0,201.0,75.0,87.0,56.0,1646,3.0,3.0,4.0,2.0,746.0,81748,235.0,4.0,158.0,25.0,306.0,40.0,116.0,1236,26.0,1460,3.0,1.0,245.0,981.0,327.0,5.0,9.0,1.0,352.0,11.0,118.0,4.0,700.0,19856,23.0,6.0,2.0,61.0,29212,27.0,15.0,695.0,4.0,1.0,29.0,20.0,20.0,2.0,5.0,5.0,30.0,187.0,588,492.0,579.0,,23049,266.0,1125.0,13.0,1442.0,63927,19.0,1128,18.0,112.0,62.0,16.0,61.0,189.0,16.0,,180.0,267.0,3.0,,46.0,179.0,875.0,136.0,17.0,1518.0,13.0,107.0,2.0,36.0,367.0,109.0,23.0,10.0,27.0,1.0,134.0,1.0,2.0,3.0,2.0,4749,17.0,7.0,142.0,2.0,2.0,40.0,2371,66.0,887.0,59.0,345.0,1.0,27.0,395.0,462.0,749.0,2060.0,501.0,576.0,438.0,36.0,2.0,,187.0,562.0,79.0,222.0,7.0,509,191.0,442.0,1.0,402.0,9037,33089,97.0,2.0,6.0,4.0,2016,8015,1.0,195.0,12.0,827.0,1.0,18.0,51.0,89.0,1529.0,,9.0,73.0,198.0,6650,46442,17.0,162.0,49.0,1.0,84.0,123.0,3.0,2.0
85,2020-03-25,416916,42.0,123.0,231.0,164.0,2.0,3.0,387.0,265.0,2423,5282,87.0,4.0,390.0,39.0,18.0,81.0,4269,1.0,5.0,6.0,2.0,32.0,162.0,2201.0,104.0,220.0,99.0,91.0,72.0,1959,3.0,3.0,4.0,3.0,922.0,81847,235.0,4.0,177.0,73.0,382.0,48.0,124.0,1394,45.0,1591,3.0,2.0,312.0,1082.0,366.0,9.0,9.0,1.0,369.0,11.0,122.0,5.0,792.0,22302,25.0,6.0,3.0,70.0,31554,53.0,15.0,743.0,4.0,1.0,32.0,21.0,23.0,4.0,5.0,7.0,36.0,226.0,648,562.0,686.0,,24811,316.0,1329.0,23.0,1930.0,69176,21.0,1193,18.0,127.0,79.0,25.0,63.0,191.0,42.0,2.0,197.0,304.0,3.0,1.0,47.0,209.0,1099.0,148.0,19.0,1624.0,13.0,120.0,2.0,42.0,405.0,125.0,27.0,10.0,47.0,1.0,170.0,1.0,3.0,3.0,3.0,5560,22.0,9.0,189.0,2.0,7.0,44.0,2566,84.0,991.0,60.0,443.0,1.0,37.0,416.0,552.0,901.0,2362.0,526.0,762.0,495.0,40.0,2.0,1.0,187.0,767.0,86.0,249.0,7.0,558,204.0,480.0,1.0,557.0,9137,39673,102.0,3.0,8.0,4.0,2272,8789,1.0,216.0,12.0,934.0,1.0,18.0,57.0,114.0,1872.0,1.0,9.0,84.0,248.0,8077,55231,17.0,189.0,55.0,1.0,91.0,134.0,3.0,2.0
